id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
1406,Hurricane Dragon,3 Days ,4500,2 Days ,No,500000,"The Hurricane Dragon is a Legendary Dragon   with the primary typing of Wind. The Hurricane Dragon can also learn Legend, Light and  Flame moves.      Unlike other Wind dragons, the Hurricane Dragon has not warmed to the newly formed Wind community. It considers itself an outsider and will form hurricanes just to watch young Wind dragons get blown away and lost forever..."
1407,Ancient Jolts Dragon,,,,,,
1408,Black Hole Dragon,,,,,,
1409,Trick Or Treat Dragon,,,,,,
1410,Dangertimber Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Dangertimber Dragon is a Legendary Dragon   with the primary typing of Terra. The Dangertimber Dragon can also learn Dark, Nature and  Electric moves.      (J)ust lost in the woods? (Ö)vercome with fear? (T)ook a wrong turn? (U) should escape. (N)ever come back. (N)ow is your chance."
1411,Quasar Dragon,1 days 12 hrs ,4500,2 Days ,Yes,500000,"The Quasar Dragon is a Legendary Dragon   with the primary typing of Soul. The Quasar Dragon can also learn Electric, Light and  Pure moves.      An extremely luminous creature, the Quasar Dragon emits large amounts of energy and light and can be seen from huge distances. No one has ever made it within touching distance of this dragon."
1412,Possessed Dragon,3 Days ,4500,2 Days ,No,500000,"The Possessed Dragon is a Legendary Dragon   with the primary typing of Dark. The Possessed Dragon can also learn Nature, Flame and  War moves.      What do you think really happens to those discarded jack-o-lanterns left on the street to rot? Lost dragon souls often become trapped inside, forcing them to roam the lands as a Possessed Dragon for eternity."
1413,Thedooo Dragon,3 Days ,4500,2 Days ,No,500000,"The Thedooo Dragon is a Legendary Dragon   with the primary typing of Metal. The Thedooo Dragon can also learn Flame, Dark and  Legend moves.      This iconic dragon, TheDooo Dragon, has finally made his way to Dragon City! An exceptional rockstar and avid videogamer, you definitely want this guy on your team!"
1414,Mountain Ogre Dragon,,,,,,
1415,No Sleep Dragon,,,,,,
1416,Patchwork Dragon,3 Days ,4500,2 Days ,No,500000,"The Patchwork Dragon is a Legendary Dragon   with the primary typing of Dark. The Patchwork Dragon can also learn Metal, Ice and  Primal moves.      Assembled together by remaining parts of fallen dragons, the Patchwork Dragon roams the night in search of more unsuspecting victims who will soon become just another patch on this dragons body..."
1417,Milky Way Dragon,,,,,,
1418,Bio-augmented Vampire Dragon,,,,,,
1419,Predator X Dragon,,,,,,
1420,High Nebula Dragon,,,,,,
1421,Cyclone Genie Dragon,,,,,,
1422,Crustocean Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Crustocean Dragon is a Very Rare Dragon   with the primary typing of Sea. The Crustocean Dragon can also learn Metal and  War moves.      Crustocean Dragons live on the seafloor, usually huddled together in groups, using their hard exoskeletons to provide a shield of solid, spikey protection against predators. Watch out for them when going for a paddle!"
1423,Muselk Dragon,3 Days ,4500,2 Days ,No,500000,"The Muselk Dragon is a Legendary Dragon   with the primary typing of Terra. The Muselk Dragon can also learn Flame, War and  Pure moves.      Whether youre looking for power, skill, or just some laughs, the Muselk Dragon is the guy for the job! Mr. Muselk is waiting to be added to your collection!"
1424,High Occult Titan Dragon,,,,,,
1425,Divination Dragon,3 Days ,4500,2 Days ,No,500000,"The Divination Dragon is a Legendary Dragon   with the primary typing of Wind. The Divination Dragon can also learn Legend, Dark and  Terra moves.      An omniscient dragon who offers her fortune-telling abilities to those that seek the pure truth. The Divination Dragon can help you, but beware, not everyone receives the answers they were hoping for."
1426,Elixir Dragon,3 Days ,4500,2 Days ,No,500000,"The Elixir Dragon is a Legendary Dragon   with the primary typing of Pure. The Elixir Dragon can also learn Dark, Flame and  Sea moves.      Every creature that has drunk the Elixir Dragons potion has got one thing in common, theyve never been seen again... Created by the Alchemist Dragon, this elixir is said to have magical properties, but no one knows for sure."
1427,Diablo Dragon,1 days 12 hrs ,2500,24 Hours ,No,180000,"The Diablo Dragon is a Very Rare Dragon   with the primary typing of Flame. The Diablo Dragon can also learn Light and  Nature moves.      The Diablo Dragon can grant you your hearts desires, however, everything comes at a cost. Dont be tempted, Dragon Masters, for we should know better than to make a deal with the devil."
1428,Coven Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Coven Dragon is a Epic Dragon   with the primary typing of Ice. The Coven Dragon can also learn Terra, Metal and  Electric moves.      A student of the dark arts, the Coven Dragon specializes in black-ice magic. Once a year, these dragons meet atop a hidden glacier to share their tips of world domination and ensure their coven is as strong as ever."
1429,Agile Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Agile Dragon is a Very Rare Dragon   with the primary typing of Wind. The Agile Dragon can also learn War moves.      A small but mighty powerhouse, the Agile Dragon can charge towards enemies at unimaginable speeds. Its protective exterior can withstand brute forces even though it is lightweight. They sometimes run alongside each other in packs."
1430,Autumn Dragon,40 minutes ,200,20 minutes ,No,1000,"The Autumn Dragon is a Common Dragon   with the primary typing of Nature.       Once a year, elderly Nature Dragons will begin to lose their shades of green and, overnight, will undergo metamorphosis into Autumn Dragons. This recent discovery has shed light on the life cycle of Nature Dragons."
1431,Alchemist Dragon,3 Days ,4500,2 Days ,No,500000,"The Alchemist Dragon is a Legendary Dragon   with the primary typing of Nature. The Alchemist Dragon can also learn War, Legend and  Ice moves.      An expert on magical substances, the Alchemist Dragon provided the Elixir Dragon with the ""elixir of life"". Dragons are queuing up to take a sip, although there are rumors that this potion is actually an ""elixir of death""..."
1432,Freeze Flare Dragon,,,,,,
1433,Dream Dragon,3 Days ,4500,2 Days ,No,500000,"The Dream Dragon is a Legendary Dragon   with the primary typing of Nature. The Dream Dragon can also learn Dream, War and  Light moves.      Dragon City has got a new resident... The Dream Dragon has finally arrived! Add this popular guy to your collection and form your ultimate dream team!"
1434,Blood God Vampire Dragon,,,,,,
1435,Doorbuster Dragon,2 days 16 hrs ,3000,1 days 12 hrs ,No,240000,"The Doorbuster Dragon is a Epic Dragon   with the primary typing of War. The Doorbuster Dragon can also learn Primal, Flame and  Electric moves.      Always on the lookout for the best deals in Gems and Food, this dragon will make sure youve haggled down to the best possible price! The Doorbuster Dragon is also an extreme couponer, but if you try to rip her off...shell rip your head off!"
1436,Ragnarok Dragon,3 Days ,4500,2 Days ,No,500000,"The Ragnarok Dragon is a Legendary Dragon   with the primary typing of Legend. The Ragnarok Dragon can also learn Dark, War and  Flame moves.      Meaning the fate of the Gods, the Ragnarök Dragon has lived through epic battles of monsters and Gods not known to the Dragonverse. It has seen things it cannot unsee. It does everything to protect us."
1437,High White Queen Dragon,,,,,,
1438,Jormungandr Dragon,3 Days ,4500,2 Days ,No,500000,"The Jormungandr Dragon is a Legendary Dragon   with the primary typing of Legend. The Jormungandr Dragon can also learn Sea, Dark and  Terra moves.      Meaning huge monster, the Jörmungandr Dragon is a giant serpent-like dragon that is long enough to wrap itself around all of the Islands in Dragon City. When it releases its grasp, the Ragnarök battle will begin."
1439,Allfather Dragon,3 Days ,4500,2 Days ,No,500000,"The Allfather Dragon is a Legendary Dragon   with the primary typing of War. The Allfather Dragon can also learn Metal, Ice and  Dark moves.      After drinking from a magical well, and sacrificing his eye to do so, the Allfather Dragon was granted an unimaginable amount of knowledge of the Dragonverse. Other God dragons often turn to him for counsel."
1440,Queens Champion Dragon,,,,,,
1441,Freyja Dragon,3 Days ,4500,2 Days ,No,500000,"The Freyja Dragon is a Legendary Dragon   with the primary typing of War. The Freyja Dragon can also learn Metal, Ice and  Light moves.      A powerful heroine who symbolizes love and beauty, as well as war and death... The Freyja Dragon, whose name also means Lady, oversees battles and uses her sorcery to manipulate them. Her pal is the Isis Goddess Dragon."
1442,Vanargand Dragon,3 Days ,4500,2 Days ,No,500000,"The Vanargand Dragon is a Legendary Dragon   with the primary typing of Dark. The Vanargand Dragon can also learn Ice, Primal and  War moves.      Meaning Monster of the River Van, the Vanargand Dragon is a giant canine-like dragon. This monstrous creature is able to fatally bite any God dragon, giving him a powerful reputation within the Dragonverse."
1443,White Princess Dragon,,,,,,
1444,Ali Baba Dragon,,,,,,
1445,Hexed Vampire Dragon,,,,,,
1446,Christmas Dinner Dragon,,,,,,
1447,Krampus Dragon,3 Days ,4500,2 Days ,No,500000,"The Krampus Dragon is a Legendary Dragon   with the primary typing of War. The Krampus Dragon can also learn Ice, Primal and  Dark moves.      Half-demon, half-dragon, the Krampus Dragon lives in the nightmares of the young. On Christmas Eve night, you better hope you have been good, for even the Lady of Christmas Dragon cannot save you from his chains."
1448,Bard Dragon,3 Days ,4500,2 Days ,No,500000,"The Bard Dragon is a Legendary Dragon   with the primary typing of Wind. The Bard Dragon can also learn Legend, Flame and  Terra moves.      A well-traveled dragon whose experiences inspire her to create enchanting songs and melodies. The Bard Dragon uses her spellbinding musical talents to immobilize enemies and aid allies in need."
1449,Festive Lights Dragon,,,,,,
1450,Lamp Genie Dragon,,,,,,
1451,Sleigh Dragon,3 Days ,4500,2 Days ,No,500000,"The Sleigh Dragon is a Legendary Dragon   with the primary typing of Wind. The Sleigh Dragon can also learn Legend, Happy and  Light moves.      Dont you hate it when youve got millions of presents to deliver in just one night? It may seem impossible, but not if you give the Sleigh Dragon a call! No one really knows how he does it, better not to ask."
1452,Thief Chief Dragon,,,,,,
1453,Caroling Dragon,18 Hours ,2500,24 Hours ,Yes,180000,"The Caroling Dragon is a Very Rare Dragon   with the primary typing of Nature. The Caroling Dragon can also learn Ice and  Beauty moves.      Whats your favorite Christmas carol? Let the Caroling Dragon know and join her in festive sing-along around your dragons habitats! Dont try to outsing her, though, for she is the star of the show!"
1454,Monk Dragon,3 Days ,4500,2 Days ,No,500000,"The Monk Dragon is a Legendary Dragon   with the primary typing of Light. The Monk Dragon can also learn Flame, Electric and  Sea moves.      After being trained from birth in a mystical form of martial arts, the Monk Dragon has joined the High Druid Dragon and the Bard Dragon in the heroes quest. He certainly packs a punch!"
1455,Scheherazade Dragon,3 Days ,4500,2 Days ,No,500000,"The Scheherazade Dragon is a Legendary Dragon   with the primary typing of Pure. The Scheherazade Dragon can also learn Light, Legend and  Flame moves.      A legendary queen and storyteller, the Scheherazade Dragon has many stories to recount, 1001 to be exact! If you want to hear them all, you will have to be patient, as she likes to make you wait!"
1456,Sinbad Dragon,3 Days ,4500,2 Days ,No,500000,"The Sinbad Dragon is a Legendary Dragon   with the primary typing of Sea. The Sinbad Dragon can also learn Flame, Electric and  Terra moves.      A fierce sailor that would even give the High Marauder Dragon a run for his money! The Sinbad Dragon has fought all kinds of monstrous Sea dragons while on his nautical adventures... He has many stories to tell!"
1457,Aladdin Dragon,3 Days ,4500,2 Days ,No,500000,"The Aladdin Dragon is a Legendary Dragon   with the primary typing of Wind. The Aladdin Dragon can also learn Electric, Legend and  Metal moves.      The Aladdin Dragon didnt have a dime to his name, but after suddenly coming into a large sum of wealth, he now boasts garments of gold! And no, this dragon doesnt need an airborne piece of tapestry, he has wings... duh."
